GCF_000001985.1	Talaromyces marneffei ATCC 18224
GCF_000648615.1	Sporolactobacillus terrae DSM 11697
GCF_000661895.1	Rubrobacter radiotolerans
GCF_000661955.1	Stenotrophomonas rhizophila
GCF_000671395.1	Actibacterium atlanticum
GCF_000682715.1	Hyphomonas atlantica
GCF_000682755.1	Hyphomonas beringensis
GCF_000682775.1	Hyphomonas sp. L-53-1-40
GCF_000684975.1	Paraburkholderia acidipaludis NBRC 101816
GCF_000685155.1	Candidatus Methanoperedens nitroreducens
GCF_000685215.1	Hyphomonas jannaschiana VP2
GCF_000685235.1	Hyphomonas adhaerens MHS-3
GCF_000685275.1	Hyphomonas johnsonii MHS-2
GCF_000685295.1	Hyphomonas oceanitis SCH89
GCF_000685315.1	Hyphomonas polymorpha PS728
GCF_000685355.1	Microbacterium sp. CH12i
GCF_000685805.1	Psychrobacter phenylpyruvicus DSM 7000 = NBRC 102152
GCF_000685885.1	Entomoplasma melaleucae ATCC 49191
GCF_000685905.1	Mycoplasma pirum ATCC 25960
GCF_000686005.1	Phyllobacterium sp. UNC302MFCol5.2
GCF_000686125.1	Ruminococcus sp. NK3A76
GCF_000686145.1	Peptostreptococcaceae bacterium VA2
GCF_000686505.1	Leuconostoc pseudomesenteroides PS12
GCF_000686525.1	Desulfonatronovibrio hydrogenovorans DSM 9292
GCF_000686545.1	Mesoplasma syrphidae ATCC 51578
GCF_000686565.1	Helicobacter bilis ATCC 51630
GCF_000686585.1	Mycoplasma lipofaciens ATCC 35015
GCF_000686605.1	Streptococcus sobrinus DSM 20742 = ATCC 33478
GCF_000686625.1	Sphingobacterium thalpophilum DSM 11723
GCF_000686645.1	Desulfotomaculum thermocisternum DSM 10259
GCF_000686665.1	[Clostridium] saccharogumia DSM 17460
GCF_000686705.1	Clostridium hydrogeniformans DSM 21757
GCF_000686725.1	Clostridium akagii DSM 12554
GCF_000686845.1	Paenibacillus sp. UNC451MF
GCF_000686885.1	Flavobacterium sasangense DSM 21067
GCF_000686905.1	Marinospirillum insulare DSM 21763
GCF_000687145.1	Thermoanaerobaculum aquaticum
GCF_000687435.1	Defluviimonas sp. 20V17
GCF_000687515.1	Lachnobacterium bovis
GCF_000687535.1	Helicobacter rodentium ATCC 700285
GCF_000687555.1	[Clostridium] aerotolerans DSM 5434
GCF_000687655.1	Lachnospiraceae bacterium YSB2008
GCF_000687675.1	Lachnospiraceae bacterium NC2008
GCF_000687695.1	Lachnospiraceae bacterium P6B14
GCF_000687735.1	Acholeplasma equifetale ATCC 29724
GCF_000687775.1	Mycoplasma felifaucium ATCC 43428
GCF_000687795.1	Mycoplasma testudinis ATCC 43263
GCF_000687815.1	Mycoplasma elephantis ATCC 51980
GCF_000687835.1	Acholeplasma modicum ATCC 29102
GCF_000687855.1	Mycoplasma glycophilum ATCC 35277
GCF_000687875.1	Acidocella facilis ATCC 35904
GCF_000687915.1	Leeuwenhoekiella sp. Hel_I_48
GCF_000687955.1	Clostridioides mangenotii LM2
GCF_000687975.1	Lachnospiraceae bacterium AC2031
GCF_000688015.1	Eubacterium sp. AB3007
GCF_000688035.1	Ruminococcaceae bacterium AE2021
GCF_000688095.1	Solirubrobacterales bacterium URHD0059
GCF_000688115.1	Polaromonas sp. EUR3 1.2.1
GCF_000688235.1	Terasakiella pusilla DSM 6293
GCF_000688255.1	Simplicispira psychrophila DSM 11588
GCF_000688295.1	Pseudooceanicola nanhaiensis DSM 18065
GCF_000688335.1	Sediminibacter sp. Hel_I_10
GCF_000688375.1	Prevotella sp. HUN102
GCF_000688395.1	Haematomicrobium sanguinis DSM 21259
GCF_000688415.1	Corynebacterium pseudodiphtheriticum DSM 44287
GCF_000688455.1	Acidobacterium ailaaui
GCF_000688475.1	Cellulomonas sp. URHE0023
GCF_000688515.1	Afifella pfennigii DSM 17143
GCF_000688615.1	Acidobacteria bacterium KBS 146
GCF_000688655.1	Lonsdalea quercina subsp. quercina
GCF_000689175.1	Wolbachia endosymbiont of Glossina morsitans morsitans
GCF_000689195.1	Sphaerotilus natans subsp. natans DSM 6575
GCF_000689255.1	Mycobacterium triplex
GCF_000689375.1	Cardinium endosymbiont cBtQ1 of Bemisia tabaci
GCF_000689395.1	Candidatus Phaeomarinobacter ectocarpi
GCF_000689415.1	Pseudomonas knackmussii B13
GCF_000691225.1	Nitrincola lacisaponensis
GCF_000691385.1	Mycoplasma hyosynoviae
GCF_000691805.2	Weissella oryzae SG25
GCF_000695095.2	Gemmatimonas phototrophica
GCF_000695235.1	Streptomyces albulus
GCF_000695255.1	Photobacterium galatheae
GCF_000695795.1	Flavobacterium seoulense
GCF_000695835.1	Mycoplasma californicum
GCF_000696095.1	Agrobacterium rhizogenes NBRC 13257
GCF_000696185.1	Kitasatospora cheerisanensis KCTC 2395
GCF_000696365.1	Rickettsia buchneri
GCF_000696485.1	Halomonas campaniensis
GCF_000697965.2	Ensifer adhaerens
GCF_000698125.1	Geomicrobium sp. JCM 19038
GCF_000698145.1	Geomicrobium sp. JCM 19039
GCF_000698575.1	Caballeronia zhejiangensis
GCF_000698595.1	Caballeronia glathei
GCF_000698785.1	Nitrososphaera viennensis EN76
GCF_000699505.1	Rhodoluna lacicola
GCF_000699585.1	Peptoclostridium litorale DSM 5388
GCF_000701265.1	Legionella wadsworthii DSM 21896 = ATCC 33877
GCF_000701345.1	Bradyrhizobium sp. URHD0069
GCF_000701365.1	Blastococcus sp. URHD0036
GCF_000701405.1	Deinococcus marmoris DSM 12784
GCF_000701425.1	Deinococcus frigens DSM 12807
GCF_000701445.1	Brevundimonas bacteroides DSM 4726
GCF_000701465.1	Paraoerskovia marina DSM 21750
GCF_000701485.1	Mycoplasma sturni DSM 22021
GCF_000701505.1	Dyadobacter crusticola DSM 16708
GCF_000701545.1	Lachnospiraceae bacterium AC2014
GCF_000701585.1	Acidiphilium angustum ATCC 35903
GCF_000701625.1	Lachnospiraceae bacterium MC2017
GCF_000701665.1	Agathobaculum desmolans ATCC 43058
GCF_000701685.1	Gemella sanguinis ATCC 700632
GCF_000701705.1	Bilophila wadsworthia ATCC 49260
GCF_000701725.1	Erysipelotrichaceae bacterium NK3D112
GCF_000701785.1	Mycoplasma alvi ATCC 29626
GCF_000701805.1	Mycoplasma iners ATCC 19705
GCF_000701825.1	Mycoplasma collis ATCC 35278
GCF_000701845.1	Mycoplasma columborale ATCC 29258
GCF_000701865.1	Mycoplasma felis ATCC 23391
GCF_000701905.1	Proteiniclasticum ruminis DSM 24773
GCF_000701925.1	Ruminobacter sp. RM87
GCF_000701945.1	Ruminococcus flavefaciens MC2020
GCF_000702025.1	Blautia schinkii DSM 10518
GCF_000702045.1	Succinivibrio dextrinosolvens H5
GCF_000702065.1	Kandleria vitulina DSM 20405
GCF_000702085.1	Lachnospiraceae bacterium P6A3
GCF_000702125.1	Lachnospiraceae bacterium ND2006
GCF_000702165.1	Sharpea azabuensis DSM 18934
GCF_000702245.1	Lachnospiraceae bacterium C6A11
GCF_000702265.1	Butyrivibrio sp. NC2002
GCF_000702285.1	Bacteroides sp. Ga6A1
GCF_000702305.1	Bosea sp. 117
GCF_000702325.1	Thiomicrorhabdus sp. Milos-T2
GCF_000702425.1	Thermocrinis sp. GBS
GCF_000702445.1	Bryobacter aggregatus MPL3
GCF_000702465.1	Geodermatophilaceae bacterium URHB0048
GCF_000702485.1	Alicyclobacillus macrosporangiidus CPP55
GCF_000702505.1	Thermogemmatispora carboxidivorans
GCF_000702525.1	Lachnospiraceae bacterium AC2012
GCF_000702545.1	Selenomonas ruminantium AB3002
GCF_000702585.1	Exiguobacterium aurantiacum DSM 6208
GCF_000702665.1	Desulfovibrio alcoholivorans DSM 5433
GCF_000702685.1	Lachnospiraceae bacterium AC2028
GCF_000702705.1	Mycoplasma simbae ATCC 49888
GCF_000702725.1	Mesoplasma photuris ATCC 49581
GCF_000702745.1	Mycoplasma cloacale ATCC 35276
GCF_000702765.1	Acholeplasma hippikon ATCC 29725
GCF_000702785.1	Mycoplasma primatum ATCC 25948
GCF_000702805.1	Mycoplasma anseris ATCC 49234
GCF_000702845.1	Lachnospiraceae bacterium FE2018
GCF_000702885.1	Oribacterium sp. P6A1
GCF_000702945.1	Clostridium sp. KNHs205
GCF_000703005.1	Pseudobutyrivibrio ruminis HUN009
GCF_000703065.1	Lachnospiraceae bacterium AC2029
GCF_000703085.1	Persephonella sp. KM09-Lau-8
GCF_000703125.1	Clostridium algidicarnis
GCF_000703165.1	Butyrivibrio sp. AE3004
GCF_000705255.1	Campylobacter mucosalis
GCF_000705335.1	Mangrovibacter sp. MFB070
GCF_000705555.1	Marinobacterium sp. AK27
GCF_000706625.1	Bartonella koehlerae C-29
GCF_000706645.1	Bartonella rochalimae ATCC BAA-1498
GCF_000706685.1	Staphylococcus xylosus
GCF_000708045.1	Marinobacter nitratireducens
GCF_000708205.1	Mixia osmundae IAM 14324
GCF_000708885.1	Cellulomonas sp. HZM
GCF_000709085.1	Virgibacillus alimentarius
GCF_000709125.1	Exophiala aquamarina CBS 119918
GCF_000709555.1	Candidatus Walczuchella monophlebidarum
GCF_000709795.1	Bartonella bacilliformis Ver097
GCF_000709935.2	Bacillus indicus
GCF_000710465.2	Kitasatospora sp. MBT63
GCF_000710505.1	Planktothrix agardhii NIVA-CYA 126/8
GCF_000710615.1	Haladaptatus cibarius D43
GCF_000710735.1	Francisella sp. W12-1067
GCF_000710775.1	Endozoicomonas elysicola
GCF_000710935.1	alpha proteobacterium Q-1
GCF_000711195.1	Thiomicrospira pelophila DSM 1534
GCF_000711215.1	Methanomicrobium mobile BP
GCF_000711225.1	Pelobacter seleniigenes DSM 18267
GCF_000711235.1	Prevotella sp. 10(H)
GCF_000711245.1	Polycyclovorans algicola TG408
GCF_000711295.1	Desulfovibrio sp. L21-Syr-AB
GCF_000711305.1	Thiomicrospira sp. MA2-6
GCF_000711315.1	Hydrogenovibrio marinus DSM 11271
GCF_000711695.1	Tilletiaria anomala UBC 951
GCF_000711715.1	Sphingomonas astaxanthinifaciens DSM 22298
GCF_000711725.1	Roseomonas aerilata DSM 19363
GCF_000711735.1	Desulfovibrio frigidus DSM 17176
GCF_000711795.1	Vibrio pacinii DSM 19139
GCF_000711805.1	Vibrio rhizosphaerae DSM 18581
GCF_000711825.1	[Clostridium] aminophilum DSM 10710
GCF_000711875.1	Andreprevotia chitinilytica DSM 18519
GCF_000711885.1	Chromobacterium haemolyticum DSM 19808
GCF_000711905.1	Methermicoccus shengliensis DSM 18856
GCF_000711955.1	Nevskia soli DSM 19509
GCF_000711965.1	Actinomyces israelii DSM 43320
GCF_000711975.1	Desulfotomaculum alkaliphilum DSM 12257
GCF_000711985.1	Pararheinheimera texasensis DSM 17496
GCF_000712035.1	Salinicoccus luteus DSM 17002
GCF_000712055.1	Ruminococcus sp. HUN007
GCF_000712165.1	Ureaplasma canigenitalium ATCC 51252
GCF_000712175.1	Mycoplasma columbinum ATCC 29257
GCF_000712185.1	Mycoplasma opalescens ATCC 27921
GCF_000712295.1	Synergistes jonesii
GCF_000712315.1	Sulfitobacter pseudonitzschiae
GCF_000712595.1	Bacillus manliponensis
GCF_000714535.1	Thioclava pacifica DSM 10166
GCF_000714545.1	Thioclava indica
GCF_000714715.1	Candidatus Magnetobacterium casensis
GCF_000714765.1	Erythrobacter sp. JL475
GCF_000714815.1	Anditalea andensis
GCF_000714935.1	Tumebacillus flagellatus
GCF_000715015.1	Erythrobacter longus
GCF_000715495.1	Hymenobacter sp. IS2118
GCF_000715505.1	Thioclava dalianensis
GCF_000716215.1	Streptomyces resistomycificus
GCF_000716595.1	Saccharothrix sp. NRRL B-16314
GCF_000716675.1	Streptomyces alboflavus
GCF_000716715.1	Dactylosporangium aurantiacum
GCF_000716755.1	Saccharothrix syringae
GCF_000716805.1	Streptomyces yerevanensis
GCF_000717025.1	Streptomyces atroolivaceus
GCF_000717175.1	Pseudonocardia autotrophica
GCF_000717285.1	Streptomyces rimosus subsp. rimosus
GCF_000717335.1	Amycolatopsis jejuensis
GCF_000717345.1	Streptomyces lydicus
GCF_000717715.1	Streptomyces sp. NRRL B-24484
GCF_000717745.1	Streptomyces violens
GCF_000718005.1	Actinoalloteichus cyanogriseus
GCF_000718015.1	Streptomyces catenulae
GCF_000718025.1	Kitasatospora purpeofusca
GCF_000718085.1	Mycetocola saprophilus
GCF_000718095.1	Streptomyces scopuliridis RB72
GCF_000718255.1	Spirillospora albida
GCF_000718315.1	Streptomyces griseofuscus
GCF_000718325.1	Oerskovia turbata
GCF_000718475.1	Microbispora rosea subsp. nonnitritogenes
GCF_000718595.1	Streptomyces bikiniensis
GCF_000718635.1	Streptomyces varsoviensis
GCF_000718985.1	Streptomyces megasporus
GCF_000719115.1	Lentzea albidocapillata
GCF_000719135.1	Streptomyces avicenniae
GCF_000719265.1	Streptomyces roseoverticillatus
GCF_000719335.1	Streptomyces sp. NRRL S-87
GCF_000719515.1	Glycomyces sp. NRRL B-16210
GCF_000719865.1	Streptomyces albus subsp. albus
GCF_000719955.1	Streptomyces albidoflavus
GCF_000719975.1	Prauserella rugosa
GCF_000720035.1	Corynebacterium variabile
GCF_000720255.1	Streptomyces griseus subsp. griseus
GCF_000720335.1	Marmoricola aequoreus
GCF_000720425.1	Nocardia rhamnosiphila NBRC 108938
GCF_000720455.1	Streptomyces virginiae
GCF_000720475.1	Streptomyces aureocirculatus
GCF_000720925.1	Phycicoccus jejuensis
GCF_000720955.1	Allokutzneria albata
GCF_000720965.1	Actinocatenispora sera
GCF_000721075.1	Streptosporangium amethystogenes
GCF_000721105.1	Streptomyces cellulosae
GCF_000721235.1	Streptomyces olivaceus
GCF_000721265.1	Streptomyces sp. NRRL F-5126
GCF_000721275.1	Microtetraspora glauca
GCF_000721445.1	Streptomyces sp. NRRL F-5053
GCF_000721755.1	Aureobasidium subglaciale EXF-2481
GCF_000721765.1	Aureobasidium namibiae CBS 147.97
GCF_000722615.1	Pseudorhizobium pelagicum
GCF_000722635.1	Endozoicomonas numazuensis
GCF_000722885.1	Pedobacter antarcticus 4BY
GCF_000723165.1	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628
GCF_000723185.1	Thaumarchaeota archaeon N4
GCF_000723205.1	Formosa agariphila KMM 3901
GCF_000723225.2	Wolbachia endosymbiont wPip_Mol of Culex molestus
GCF_000723405.1	Hydrogenophaga intermedia
GCF_000723425.2	Mycobacterium marinum E11
GCF_000723465.1	Ruminococcus bicirculans
GCF_000723505.1	Mucinivorans hirudinis
GCF_000723525.1	Halobacillus trueperi
GCF_000723565.1	Saccharibacter sp. AM169
GCF_000723585.1	Virgibacillus massiliensis
GCF_000724485.1	Bacillus methanolicus MGA3
GCF_000724605.1	Actinotignum schaalii
GCF_000724625.1	Fimbriimonas ginsengisoli Gsoil 348
GCF_000724775.3	Lysinibacillus fusiformis
GCF_000725365.1	Terribacillus aidingensis
GCF_000725405.1	Dermacoccus nishinomiyaensis
GCF_000725425.1	Palaeococcus pacificus DY20341
GCF_000725485.1	Nonomuraea candida
GCF_000725495.1	Streptomyces aureus
GCF_000725795.1	Streptomyces seoulensis
GCF_000725885.1	Streptomyces albus subsp. albus
GCF_000729985.1	Chryseobacterium antarcticum
GCF_000730245.1	endosymbiont of Acanthamoeba sp. UWC8
GCF_000730385.1	Alteromonas australica
GCF_000730475.1	Photobacterium sanctipauli
GCF_000731315.1	Neorhizobium galegae bv. orientalis str. HAMBI 540
GCF_000731795.1	Candidatus Photodesmus blepharus
GCF_000731915.1	Ureaplasma diversum NCTC 246
GCF_000731955.1	Halomonas zincidurans B6
GCF_000731985.1	Natrinema altunense
GCF_000732125.1	Scedosporium apiospermum
GCF_000732325.1	Paenibacillus sp. TCA20
GCF_000732535.1	Salinisphaera hydrothermalis C41B8
GCF_000732605.1	[Clostridium] celerecrescens
GCF_000732625.1	Nonlabens ulvanivorans
GCF_000732635.1	Clostridium sulfidigenes
GCF_000732725.1	Kineothrix alysoides
GCF_000732925.1	Amycolatopsis japonica
GCF_000732945.1	Corynebacterium atypicum
GCF_000733125.1	Parvularcula oceani
GCF_000733415.1	[Leptolyngbya] sp. JSC-1
GCF_000733475.1	Mangrovimonas yunxiaonensis
GCF_000733725.1	Nitratireductor basaltis
GCF_000733765.1	Algiphilus aromaticivorans DG1253
GCF_000733775.1	Thiomonas sp. FB-Cd
GCF_000733855.1	Methylomicrobium agile
GCF_000733865.1	Mycoplasma buteonis
GCF_000733915.1	Caulobacteraceae bacterium PMMR1
GCF_000733925.1	Arenibacter algicola
GCF_000733935.1	Methylomarinum vadi
GCF_000733945.1	Leeuwenhoekiella sp. MAR_2009_132
GCF_000734015.1	Thermodesulfobacterium commune DSM 2178
GCF_000734895.2	Calothrix sp. 336/3
GCF_000735045.1	Ferrovum myxofaciens
GCF_000735105.1	Chryseobacterium halperniae
GCF_000735365.1	Kluyvera ascorbata ATCC 33433
GCF_000735455.1	Yokenella regensburgei ATCC 49455
GCF_000735515.1	Leclercia adecarboxylata ATCC 23216 = NBRC 102595
GCF_000735585.1	Devosia sp. LC5
GCF_000735605.1	Bosea sp. LC85
GCF_000735695.1	Chryseobacterium haifense DSM 19056
GCF_000735695.2	Chryseobacterium haifense DSM 19056
GCF_000736415.1	Campylobacter iguaniorum
GCF_000736515.1	Schleiferia thermophila str. Yellowstone
GCF_000737065.1	Thioclava atlantica
GCF_000737315.1	Hyalangium minutum
GCF_000737325.1	Sandaracinus amylolyticus
GCF_000737515.1	Hymenobacter sp. APR13
GCF_000737535.1	Synechococcus sp. KORDI-100
GCF_000737575.1	Synechococcus sp. KORDI-49
GCF_000737595.1	Synechococcus sp. KORDI-52
GCF_000737665.1	Chryseobacterium formosense
GCF_000737695.1	Flavobacterium hydatis
GCF_000737705.1	Chryseobacterium soli
GCF_000737765.1	Chryseobacterium vrystaatense
GCF_000737775.1	Chryseobacterium piperi
GCF_000737845.1	Bifidobacterium bombi DSM 19703
GCF_000737865.1	Bifidobacterium coryneforme
GCF_000737985.1	Gammaproteobacteria bacterium MFB021
GCF_000738005.1	Bifidobacterium crudilactis
GCF_000738435.1	Planktomarina temperata RCA23
GCF_000738775.1	Rhodococcus defluvii
GCF_000739065.1	Methanocaldococcus bathoardescens
GCF_000739085.1	Amycolatopsis methanolica 239
GCF_000739375.1	Comamonas testosteroni TK102
GCF_000739455.1	Corynebacterium imitans
GCF_000739475.1	Borreliella valaisiana Tom4006
GCF_000739555.1	Halolamina rubra
GCF_000739575.1	Halobellus rufus
GCF_000739595.1	Halorubrum halophilum
GCF_000739615.1	Haloferula sp. BvORR071
GCF_000739695.1	Tepidicaulis marinus
GCF_000739795.1	Paraburkholderia kururiensis subsp. thiooxydans NBRC 107107
GCF_000739895.2	Sphingomonas paucimobilis NBRC 13935
GCF_000739915.1	Paenibacillus chitinolyticus NBRC 15660
GCF_000739935.1	Agrobacterium rubi TR3 = NBRC 13261
GCF_000739995.1	Comamonas granuli NBRC 101663
GCF_000740015.1	Vibrio diazotrophicus NBRC 103148
GCF_000740055.1	Lactobacillus oryzae JCM 18671
GCF_000740785.1	Paenirhodobacter enshiensis
GCF_000740795.1	Haematobacter massiliensis
GCF_000741135.1	Bifidobacterium choerinum
GCF_000741165.1	Bifidobacterium biavatii DSM 23969
GCF_000741175.1	Bifidobacterium callitrichos DSM 23973
GCF_000741205.1	Bifidobacterium gallicum DSM 20093 = LMG 11596
GCF_000741215.1	Bifidobacterium gallinarum
GCF_000741255.1	Bifidobacterium magnum
GCF_000741285.1	Bifidobacterium mongoliense DSM 21395
GCF_000741525.1	Bifidobacterium bohemicum DSM 22767
GCF_000741575.1	Bifidobacterium cuniculi
GCF_000741645.1	Bifidobacterium minimum
GCF_000741695.1	Bifidobacterium reuteri DSM 23975
GCF_000741705.1	Bifidobacterium psychraerophilum
GCF_000741715.1	Bifidobacterium saguini DSM 23967
GCF_000741765.1	Bifidobacterium tsurumiense
GCF_000741775.1	Bifidobacterium subtile
GCF_000741785.1	Bifidobacterium stellenboschense
GCF_000742475.1	Candidatus Hepatobacter penaei
GCF_000742675.1	Bacillus atrophaeus subsp. globigii
GCF_000742835.1	Candidatus Paracaedibacter acanthamoebae
GCF_000743535.1	Arenimonas donghaensis DSM 18148 = HO3-R19
GCF_000743575.1	Devosia riboflavina
GCF_000743635.1	Lysinibacillus sp. BF-4
GCF_000743705.1	Ruegeria halocynthiae
GCF_000743715.1	Maribius sp. MOLA 401
GCF_000743945.1	Basilea psittacipulmonis DSM 24701
GCF_000744105.1	Maribacter forsetii DSM 18668
GCF_000744185.1	Carnobacterium funditum DSM 5970
GCF_000744225.1	Kitasatospora mediocidica KCTC 9733
GCF_000744255.1	Carnobacterium divergens DSM 20623
GCF_000744275.1	Gillisia sp. Hel_I_29
GCF_000744285.1	Carnobacterium pleistocenium FTR1
GCF_000744375.1	Carnobacterium gallinarum DSM 4847
GCF_000744415.1	Ghiorsea bivora
GCF_000744435.1	Hippea jasoniae
GCF_000744455.1	Methanobacterium sp. SMA-27
GCF_000744465.1	Caulobacter henricii
GCF_000744505.1	Rhizobium alamii
GCF_000744515.1	Sphingomonas wittichii
GCF_000744555.1	Zobellia uliginosa
GCF_000744655.1	Streptacidiphilus rugosus AM-16
GCF_000744705.1	Streptacidiphilus albus JL83
GCF_000744735.1	Porticoccus hydrocarbonoclasticus MCTG13d
GCF_000744775.1	Thermorudis peleae
GCF_000744785.1	Kitasatospora azatica KCTC 9699
GCF_000744815.1	Streptacidiphilus oryzae TH49
GCF_000744825.1	Carnobacterium mobile DSM 4848
GCF_000744835.1	Flavobacterium sp. 83
GCF_000744875.1	Hydrogenovibrio sp. Milos-T1
GCF_000744885.1	Thermus amyloliquefaciens
GCF_000744895.1	Porphyrobacter sp. HL-46
GCF_000744935.1	Clostridium sp. KNHs214
GCF_000744955.1	Oceanicola sp. MCTG156(1a)
GCF_000744995.1	Oceanicaulis sp. HL-87
GCF_000745065.1	Thermus caliditerrae
GCF_000745125.1	Carnobacterium jeotgali MS3
GCF_000745135.1	Rhizobiales bacterium YIM 77505
GCF_000745175.1	Deinococcus sp. YIM 77859
GCF_000745185.1	Muricauda sp. MAR_2010_75
GCF_000745265.1	Massilia sp. 9096
GCF_000745345.1	Streptomyces yeochonensis CN732
GCF_000745395.1	Thioalkalivibrio sp. ALJ1
GCF_000745425.1	Beijerinckia mobilis
GCF_000745455.1	Mesoaciditoga lauensis cd-1655R = DSM 25116
GCF_000745475.1	Bosea sp. UNC402CLCol
GCF_000745485.1	Methanobacterium veterum
GCF_000745545.1	Caulobacter henricii
GCF_000745655.1	Rhizobium leguminosarum
GCF_000745725.1	Agrobacterium rhizogenes
GCF_000745735.1	Agrobacterium rhizogenes
GCF_000745835.1	Belnapia moabensis DSM 16746
GCF_000745855.1	Xenophilus azovorans DSM 13620
GCF_000745895.1	Stenoxybacter acetivorans DSM 19021
GCF_000745905.1	Ferrimicrobium acidiphilum DSM 19497
GCF_000745915.1	Deinococcus misasensis DSM 22328
GCF_000745955.1	Alysiella crassa DSM 2578
GCF_000745965.1	Edaphobacter aggregans DSM 19364
GCF_000745975.1	Desulfobacter vibrioformis DSM 8776
GCF_000746015.1	Lachnospiraceae bacterium MA2020
GCF_000746025.1	Clostridiales bacterium DRI-13
GCF_000746085.1	Methylocapsa aurea
GCF_000746095.1	Ferriphaselus sp. R-1
GCF_000746135.1	Bacillus sp. UNC322MFChir4.1
GCF_000746155.1	Prevotella sp. FD3004
GCF_000746195.1	Microbacterium sp. UNCCL10
GCF_000746205.1	Halorubrum sp. BV1
GCF_000746255.1	Thermodesulfobacterium hydrogeniphilum
GCF_000746275.1	Thermopetrobacter sp. TC1
GCF_000746525.1	Pseudomonas alkylphenolica
GCF_000746585.1	Rickettsiales bacterium Ac37b
GCF_000746645.1	Acinetobacter baumannii
GCF_000746845.1	Altibacter lentus
GCF_000746875.1	Paenibacillus macerans
GCF_000747075.1	Arenimonas malthae CC-JY-1
GCF_000747155.1	Arenimonas metalli CF5-1
GCF_000747315.1	Corynebacterium ureicelerivorans
GCF_000747345.1	Bacillus sp. X1(2014)
GCF_000747525.1	Sphingobacterium sp. ML3W
GCF_000747765.1	Moesziomyces antarcticus
